merchant_city,merchant_state,jumlah_transaksi,total_volume
Southold,NY,2,-173.46
Southport,CT,2,144.72
Spearman,TX,2,61.12
Speonk,NY,2,29.95
"Sprankle Mills",PA,2,24.89
"Spring City",PA,2,5.34
"Stafford Springs",CT,2,139.81
Staffordsville,KY,2,223.71
Stanton,MI,2,19.50
Star,ID,2,27.10
Steele,ND,2,22.60
"Stephens City",VA,2,38.80
Sterling,OH,2,17.85
Steward,IL,2,64.38
Stewart,MS,2,78.54
Stewart,OH,2,181.30
Stilwell,KS,2,261.87
Stockton,NJ,2,19.44
Stoddard,NH,2,85.80
"Stone Ridge",NY,2,72.31
"Storrs Mansfield",CT,2,48.15
Stratton,CO,2,81.49
Straughn,IN,2,59.11
Stringer,MS,2,5.27
Strong,AR,2,73.92
Struthers,OH,2,19.98
Suches,GA,2,28.38
Sugarloaf,PA,2,50.38
Sumerduck,VA,2,23.55
Summerdale,AL,2,32.05
"Summerland Key",FL,2,21.40
"Summit Hill",PA,2,123.92
Sumner,IL,2,33.04
Sunbury,PA,2,67.71
Sutherland,VA,2,4.15
Sutherlin,OR,2,22.14
"Sweet Valley",PA,2,40.76
Sycamore,OH,2,53.22
Syracuse,KS,2,89.05
Taft,CA,2,44.39
"Tall Timbers",MD,2,7.02
Tappahannock,VA,2,17.06
Tashkent,Uzbekistan,2,86.52
Taylorsville,GA,2,82.23
Templeton,PA,2,26.81
Thermal,CA,2,195.00
Thomaston,CT,2,1.96
Thomasville,PA,2,24.65
Thompson,PA,2,218.96
Thompsonville,MI,2,19.28
Thorndike,ME,2,71.95
Tijeras,NM,2,7.72
Tiltonsville,OH,2,83.22
Todd,NC,2,41.19
Tok,AK,2,30.85
Tollesboro,KY,2,54.06
Towanda,KS,2,164.66
Truman,MN,2,135.24
Truro,MA,2,26.31
Tuckasegee,NC,2,11.36
Tumacacori,AZ,2,22.79
Turkey,NC,2,97.52
Turner,OR,2,57.33
"Twin Valley",MN,2,14.88
"Ty Ty",GA,2,93.71
Unadilla,NE,2,187.89
Unity,ME,2,28.81
Upperco,MD,2,8.66
Upton,NY,2,57.95
Uriah,AL,2,38.65
Ursa,IL,2,14.87
Vado,NM,2,27.46
Valdez,AK,2,38.09
Valley,WA,2,116.46
"Valley Cottage",NY,2,33.84
"Valley View",PA,2,115.59
"Valley View",TX,2,26.31
"Van Dyne",WI,2,4.72
Velarde,NM,2,51.17
Verbank,NY,2,12.16
Verdi,NV,2,10.48
Vernon,AZ,2,43.03
Vidalia,LA,2,3.82
Vilas,NC,2,360.00
Vivian,LA,2,54.79
Volcano,HI,2,16.20
Volga,WV,2,78.33
Wadesville,IN,2,235.19
"Wadmalaw Island",SC,2,39.55
Wadsworth,OH,2,97.63
Warren,IN,2,28.58
Warsaw,IL,2,370.42
Warsaw,KY,2,874.27
Wartburg,TN,2,50.28
Washburn,MO,2,4.80
Washington,LA,2,67.70
Washington,TX,2,292.75
"Water Mill",NY,2,3.53
Waterford,OH,2,94.75
Waterville,NY,2,69.30
Wauna,WA,2,528.71
Waverly,KS,2,142.15
"Waverly Hall",GA,2,23.00
Wayne,IL,2,38.09
Weimar,TX,2,38.54
Weir,MS,2,114.11
Welch,OK,2,320.70
Welch,WV,2,85.06
Wendell,MA,2,37.94
Wernersville,PA,2,565.34
"West Chesterfield",NH,2,128.95
"West Harwich",MA,2,2.67
"West Liberty",IA,2,200.00
"West Orange",NJ,2,128.98
"West Paducah",KY,2,14.04
"West Point",GA,2,107.17
"West Swanzey",NH,2,124.42
"West Union",WV,2,12.56
"West Van Lear",KY,2,17.82
Westborough,MA,2,9.83
Westcliffe,CO,2,108.61
Weston,NE,2,335.13
"White Pine",TN,2,62.09
"White Sands Missile Range",NM,2,139.30
Whitehall,NY,2,14.53
Whitesburg,KY,2,120.23
Whitesburg,TN,2,99.70
Whitethorn,CA,2,105.62
"Whitley City",KY,2,81.47
Whitman,WV,2,8.71
Wiggins,CO,2,4.32
Willingboro,NJ,2,109.01
"Willow Creek",CA,2,82.96
Wilmington,OH,2,147.02
Wiscasset,ME,2,55.57
Wise,VA,2,192.44
Wolcott,IN,2,168.48
Wolcott,VT,2,41.04
Womelsdorf,PA,2,12.01
Woodbine,GA,2,16.28
Woodbine,KY,2,1310.69
Woodburn,IN,2,32.27
Woodburn,KY,2,157.35
Woodland,GA,2,168.71
Wrens,GA,2,151.24
York,ME,2,7.39
"Zephyr Cove",NV,2,11.87
Zionsville,PA,2,39.07
Zirconia,NC,2,30.95
Guernsey,WY,2,100.74
Gustine,TX,2,10.58
Guyton,GA,2,310.93
Hallock,MN,2,32.76
Hallstead,PA,2,75.22
Hamel,MN,2,74.91
Hamilton,IL,2,116.86
Hamilton,MS,2,52.18
Hammett,ID,2,24.89
Hampshire,IL,2,5.86
Hanover,VA,2,66.29
Harpersville,AL,2,42.21
Hartshorne,OK,2,146.66
"Harveys Lake",PA,2,570.81
"Hastings On Hudson",NY,2,74.77
"Hay Springs",NE,2,165.93
Hayes,VA,2,35.97
Hayesville,NC,2,102.36
"Hazel Green",KY,2,16.13
Hebron,KY,2,8.06
Herculaneum,MO,2,37.80
Hermon,NY,2,212.09
Hiawatha,KS,2,522.34
Hibbing,MN,2,36.29
Higginsville,MO,2,63.08
"High Bridge",NJ,2,100.93
"High Ridge",MO,2,19.33
Highland,WI,2,-161.93
Hildebran,NC,2,6.54
Hillsboro,IN,2,99.54
Hillsdale,IN,2,113.83
Holmesville,OH,2,37.91
Honesdale,PA,2,69.22
"Honey Grove",PA,2,23.35
Hoopa,CA,2,28.71
Hopewell,OH,2,82.32
Hopkinton,MA,2,53.31
Horace,ND,2,141.06
Hoschton,GA,2,156.31
Houlka,MS,2,262.24
Hull,GA,2,98.33
Humboldt,NE,2,100.99
"Hyde Park",UT,2,127.29
Hydesville,CA,2,64.63
"Idaho City",ID,2,121.20
Ijamsville,MD,2,58.98
Independence,OR,2,4.31
Indiahoma,OK,2,107.39
Inola,OK,2,74.69
Interlachen,FL,2,33.59
Ione,CA,2,195.14
Irma,WI,2,320.00
Ironwood,MI,2,89.68
Jacksonville,OR,2,70.85
Jal,NM,2,277.48
Jamaica,VT,2,51.92
Jamesport,MO,2,78.80
"Jane Lew",WV,2,180.00
Janesville,CA,2,66.33
Janesville,MN,2,30.48
Jefferson,NY,2,113.90
Jefferson,OH,2,36.93
Jenkins,KY,2,33.59
Jenkinsburg,GA,2,36.46
Jesup,IA,2,3.13
Johnsonville,NY,2,18.58
Josephine,TX,2,37.33
Juliaetta,ID,2,22.89
Julian,NC,2,19.38
Kaaawa,HI,2,216.79
Kahuku,HI,2,17.06
Kapaau,HI,2,14.42
Kasson,MN,2,11.32
Keithsburg,IL,2,53.31
Kelford,NC,2,10.66
Ketchum,OK,2,50.16
Kidder,MO,2,22.83
"Kill Buck",NY,2,200.00
Kimberly,WV,2,64.51
Kincheloe,MI,2,19.20
Kingfisher,OK,2,34.75
"Kings Mountain",NC,2,94.41
Kingwood,WV,2,67.70
Kirbyville,TX,2,29.76
Kitzmiller,MD,2,18.32
Kneeland,CA,2,40.76
Kopperl,TX,2,76.00
"La Farge",WI,2,9.32
"La Feria",TX,2,156.24
"La Grange",CA,2,12.17
"La Junta",CO,2,46.62
"La Villa",TX,2,161.67
Ladoga,IN,2,24.98
Laguna,NM,2,175.26
"Lake Geneva",WI,2,217.87
"Lake Toxaway",NC,2,64.41
"Lake View",IA,2,187.01
Lambertville,NJ,2,26.79
"Lanai City",HI,2,267.16
Lanark,IL,2,33.47
Lancaster,WI,2,21.15
Laramie,WY,2,185.78
Laupahoehoe,HI,2,73.28
Laurie,MO,2,11.19
Lawtey,FL,2,40.67
Leadville,CO,2,26.15
Lecompte,LA,2,80.11
Leicester,NY,2,311.39
Lenhartsville,PA,2,68.02
Lenore,ID,2,20.36
Leona,TX,2,165.13
Leslie,WV,2,8.81
"Lester Prairie",MN,2,1.82
Leupp,AZ,2,84.48
Lewisberry,PA,2,173.82
"Lewiston Woodville",NC,2,155.59
Lexington,MO,2,13.01
Ligonier,IN,2,19.99
Lincoln,AR,2,23.57
Lindsay,OK,2,167.81
Linneus,MO,2,13.82
Linwood,KS,2,74.68
Linwood,NJ,2,79.85
Lisbon,NH,2,87.64
"Little Rock",IA,2,12.30
Littlefork,MN,2,67.22
"Locust Fork",AL,2,24.90
"Locust Grove",OK,2,8.65
"Lone Tree",IA,2,111.24
Louann,AR,2,89.10
Lovelady,TX,2,227.34
Lowry,MN,2,2.30
"Lowry City",MO,2,32.31
Loxahatchee,FL,2,192.01
Lucas,OH,2,7.41
"Lumber City",GA,2,10.37
Lumberton,TX,2,132.56
Luther,OK,2,54.58
Macon,MO,2,81.67
Madison,MD,2,5.04
Madrid,IA,2,118.88
Maidsville,WV,2,130.05
Makanda,IL,2,35.12
Manama,Bahrain,2,304.42
Manassa,CO,2,4.76
Manning,IA,2,65.76
Mansfield,TN,2,56.62
"Maple Lake",MN,2,15.21
Mapleton,ME,2,19.96
Mapleton,OR,2,61.98
Marceline,MO,2,16.57
Marietta,OK,2,33.70
"Marina Del Rey",CA,2,19.98
Marion,AL,2,144.38
"Marion Station",MD,2,27.26
Markham,TX,2,60.13
Martinez,CA,2,1891.13
Mason,TX,2,45.85
Matamoras,PA,2,190.86
Mattawan,MI,2,3.10
Mauldin,SC,2,157.86
Maurertown,VA,2,170.60
"Maury City",TN,2,2.19
"Mc Camey",TX,2,23.31
"Mc Donald",OH,2,27.17
"Mc Farland",CA,2,26.94
"Mc Intosh",AL,2,153.34
"Mc Sherrystown",PA,2,5.52
Mcclusky,ND,2,87.13
Mead,WA,2,34.10
Medway,OH,2,364.05
Memphis,TX,2,5.45
Mendenhall,MS,2,115.79
Mendon,UT,2,254.27
Mentmore,NM,2,65.81
Meridian,TX,2,39.14
Merritt,MI,2,183.55
Mescalero,NM,2,13.40
Meta,MO,2,66.41
"Mi Wuk Village",CA,2,18.57
Miami,AZ,2,11.70
Michigan,ND,2,5.47
Middleburgh,NY,2,52.31
Middletown,DE,2,180.00
Midland,SD,2,29.53
Midvale,UT,2,88.03
Mifflinburg,PA,2,362.34
Mifflintown,PA,2,101.22
Mifflinville,PA,2,159.73
Milan,IL,2,59.20
Milan,PA,2,17.03
Milford,NE,2,13.48
Millburn,NJ,2,144.51
Millsap,TX,2,45.59
Milltown,MT,2,74.43
Millwood,WV,2,19.92
Milroy,MN,2,88.16
Milton,WA,2,144.95
Mimbres,NM,2,35.42
Minden,NE,2,22.78
Minersville,UT,2,23.49
"Minnesota City",MN,2,67.93
Monkton,MD,2,288.35
Monongahela,PA,2,74.56
Monroeton,PA,2,311.35
Montpelier,ID,2,30.09
Montrose,MN,2,64.99
Moody,ME,2,108.57
Mooreland,IN,2,287.88
Morgan,UT,2,11.88
Morganza,LA,2,21.43
Morley,MO,2,478.22
Moro,OR,2,51.07
"Morris Chapel",TN,2,4.82
Morrison,IL,2,85.67
Morristown,AZ,2,37.82
Morton,PA,2,193.72
"Moscow Mills",MO,2,68.62
"Mount Desert",ME,2,74.45
"Mount Marion",NY,2,52.33
"Mount Morris",PA,2,82.33
Mulga,AL,2,127.36
"Munroe Falls",OH,2,47.74
Nahunta,GA,2,106.47
"Needham Heights",MA,2,436.98
"New Glarus",WI,2,40.70
"New Harmony",IN,2,5.95
"New Holland",IL,2,105.39
"New London",NH,2,49.16
"New Market",MD,2,78.37
"New Salem",PA,2,33.70
"New Sharon",IA,2,95.88
Newburg,MO,2,112.39
Newell,WV,2,48.80
"Newport Coast",CA,2,87.33
Newton,IL,2,17.20
Newton,UT,2,5.35
Niota,TN,2,126.18
Noble,OK,2,5.21
Norlina,NC,2,29.86
Normandy,TN,2,57.59
"North Attleboro",MA,2,6.95
"North Branford",CT,2,1328.24
"North Falmouth",MA,2,114.85
"North Ferrisburgh",VT,2,3.38
"North Lewisburg",OH,2,64.30
"North Newton",KS,2,-89.90
"North Oxford",MA,2,120.32
"North Salem",IN,2,58.31
"North Sioux City",SD,2,11.17
Northvale,NJ,2,28.98
"Nuku Alofa",Tonga,2,4.33
"Oak Ridge",NC,2,179.44
"Oak Ridge",NJ,2,163.43
Oakfield,GA,2,22.68
Oakhurst,NJ,2,95.97
Oakhurst,OK,2,86.73
Oakland,ME,2,102.36
Oakley,KS,2,9.35
Ocoee,TN,2,72.86
Odell,IL,2,2.93
Odessa,NY,2,14.77
Odessa,WA,2,262.79
Ogdensburg,NJ,2,25.43
"Old Fort",TN,2,25.32
Olney,IL,2,106.94
Omega,GA,2,15.39
Omro,WI,2,237.82
Oneill,NE,2,63.38
Oroville,CA,2,134.52
Orrstown,PA,2,74.75
Orrum,NC,2,12.77
Orwigsburg,PA,2,116.51
Osceola,NE,2,15.47
Otisco,IN,2,40.02
Otway,OH,2,10.28
Oxford,KS,2,9.91
"Pagosa Springs",CO,2,66.52
Pala,CA,2,281.78
"Palm City",FL,2,9.79
Palmyra,MO,2,32.59
Panguitch,UT,2,157.51
Paola,KS,2,50.25
Paoli,PA,2,333.94
Pascagoula,MS,2,63.95
Pattison,MS,2,27.64
Pauline,SC,2,131.99
Pavo,GA,2,74.70
Pawcatuck,CT,2,25.63
Payson,AZ,2,174.18
"Peach Springs",AZ,2,313.11
Peak,SC,2,138.22
"Peaks Island",ME,2,83.39
Pecos,TX,2,97.05
Pekin,IN,2,0.64
Pelham,TN,2,68.20
"Pen Argyl",PA,2,66.97
Penhook,VA,2,114.89
Pequea,PA,2,4.27
Peru,NY,2,42.51
Petersburg,TN,2,17.23
Phillips,ME,2,41.71
Phillipsburg,NJ,2,190.06
Phoenix,OR,2,11.03
Pillager,MN,2,26.19
Aaronsburg,PA,2,47.61
Abingdon,IL,2,107.53
Abington,PA,2,28.78
Ackworth,IA,2,63.55
Addis,LA,2,26.60
Adell,WI,2,114.94
Afton,MN,2,11.19
Akron,IA,2,19.67
Akron,MI,2,31.79
Alcalde,NM,2,32.01
Aliquippa,PA,2,59.74
Allenhurst,GA,2,17.47
Allentown,NJ,2,66.66
Alpha,IL,2,3.70
Alpine,TX,2,12.99
Altoona,FL,2,68.76
Alvada,OH,2,37.40
Amado,AZ,2,26.18
Amboy,IN,2,139.17
Amherst,MA,2,187.43
Amite,LA,2,90.52
Animas,NM,2,45.25
Ansonia,OH,2,92.68
Applegate,CA,2,26.09
Arapahoe,NE,2,397.24
Arcadia,LA,2,160.06
Arcanum,OH,2,6.25
Arendtsville,PA,2,19.69
Argos,IN,2,141.93
Arlington,IA,2,27.40
Aromas,CA,2,63.23
Arrey,NM,2,32.34
Asbury,NJ,2,13.85
"Asbury Park",NJ,2,39.68
Ashley,OH,2,351.98
Atlantic,PA,2,4.31
Attalla,AL,2,2343.57
Attica,KS,2,15.13
Atwood,IL,2,58.30
Atwood,KS,2,118.10
Aubrey,TX,2,172.28
Aurora,OH,2,56.74
"Avila Beach",CA,2,138.98
Avon,IL,2,178.39
Babbitt,MN,2,66.44
Badger,MN,2,149.37
Bainbridge,IN,2,24.65
Bainbridge,PA,2,32.78
Baltic,CT,2,31.77
Bancroft,WI,2,62.68
"Bar Harbor",ME,2,30.98
Barney,GA,2,18.94
Bassett,VA,2,47.26
Batesburg,SC,2,65.40
Batesville,TX,2,40.86
Baxter,IA,2,441.18
Bayport,NY,2,12.87
Bedford,IA,2,27.08
Beecher,IL,2,11.77
Beggs,OK,2,105.08
"Bel Alton",MD,2,25.60
"Belews Creek",NC,2,284.31
Belhaven,NC,2,92.86
"Bell Buckle",TN,2,10.56
Belleview,FL,2,16.44
Bellwood,PA,2,15.22
Belmond,IA,2,121.25
Beloit,OH,2,40.76
Belview,MN,2,86.92
Benoit,MS,2,21.76
Benton,IL,2,4.77
Berkley,MA,2,162.51
Berlin,PA,2,0.82
Berwyn,PA,2,345.27
Bethel,OH,2,34.30
"Big Cabin",OK,2,58.40
"Big Timber",MT,2,64.92
Billings,MO,2,160.03
Blackwater,MO,2,25.27
Blair,SC,2,19.89
Blakely,GA,2,68.38
Blountstown,FL,2,27.19
"Blue Grass",IA,2,22.69
"Blue River",WI,2,51.15
Bolckow,MO,2,51.89
Bolton,MA,2,180.00
Bolton,NC,2,85.92
Bonham,TX,2,482.77
"Bonner Springs",KS,2,13.09
Booneville,AR,2,80.79
Boonville,NY,2,711.07
"Bowling Green",FL,2,39.60
"Box Elder",SD,2,42.87
"Boyes Hot Springs",CA,2,6.24
Boylston,MA,2,81.78
Bradner,OH,2,51.30
Braham,MN,2,21.53
Brandywine,WV,2,179.95
Brecksville,OH,2,15.54
Bremen,AL,2,30.93
Brent,AL,2,32.62
Brentwood,MD,2,456.32
Bristolville,OH,2,182.37
Broadway,NC,2,171.67
Bronston,KY,2,179.28
Bronwood,GA,2,4.30
Brookston,IN,2,24.76
Brownfield,TX,2,28.51
"Browns Valley",MN,2,6.73
Brunson,SC,2,14.94
Bryant,AL,2,16.17
"Bryant Pond",ME,2,47.30
Buckner,KY,2,6.51
Buffalo,WV,2,22.47
Buras,LA,2,147.03
Burbank,OH,2,23.05
Burlington,TX,2,98.34
Burlison,TN,2,67.69
Burnettsville,IN,2,10.86
"Burr Oak",MI,2,74.94
Burt,IA,2,86.83
Bussey,IA,2,139.59
Buxton,ME,2,54.41
Bybee,TN,2,230.65
Byesville,OH,2,33.00
Calabash,NC,2,85.14
California,MO,2,42.32
Camden,IN,2,12.97
Campbellsburg,KY,2,78.41
Candia,NH,2,35.07
Caney,KS,2,120.00
Caneyville,KY,2,1313.52
Canisteo,NY,2,308.40
Cannelton,IN,2,143.56
Caraway,AR,2,53.32
Carroll,NE,2,47.20
Carson,IA,2,17.71
Carson,ND,2,121.84
Caruthers,CA,2,148.71
Caryville,FL,2,84.62
"Castle Rock",WA,2,89.20
Castleton,VT,2,73.36
"Castleton On Hudson",NY,2,52.46
"Cave In Rock",IL,2,184.55
Centreville,AL,2,7.99
Chama,NM,2,78.26
Chandler,IN,2,21.44
"Chapel Hill",TN,2,41.74
"Charles Town",WV,2,56.11
Charleston,ME,2,24.68
"Charlotte Court House",VA,2,14.82
Chaska,MN,2,325.58
Chaumont,NY,2,28.65
Chelsea,VT,2,58.44
Chesnee,SC,2,11.61
Chilhowie,VA,2,2.64
Chimacum,WA,2,100.92
Chokio,MN,2,75.58
"Clara City",MN,2,177.48
Claremont,MN,2,27.29
"Clay Center",KS,2,133.30
Clayton,GA,2,15.06
Cleveland,UT,2,83.57
Clinton,SC,2,11.75
Clintwood,VA,2,75.13
Cloquet,MN,2,104.44
Clyde,TX,2,24.23
Cody,WY,2,125.29
Cohutta,GA,2,31.99
Colbert,GA,2,26.00
Coleman,WI,2,4.29
Colgate,WI,2,67.75
Cologne,MN,2,76.97
"Commercial Point",OH,2,84.66
Concho,AZ,2,24.20
Confluence,PA,2,94.53
Congerville,IL,2,65.49
Conley,GA,2,12.39
Connelly,NY,2,17.08
Coolidge,AZ,2,161.45
Corinna,ME,2,80.60
Corinth,ME,2,22.17
Cornersville,TN,2,94.88
Corrigan,TX,2,18.10
Corry,PA,2,12.48
Cortland,NE,2,68.52
Corydon,IN,2,7.00
Cotopaxi,CO,2,28.95
Coulterville,CA,2,117.54
Coulterville,IL,2,40.86
Counce,TN,2,107.03
Courtland,CA,2,82.13
Cove,OR,2,41.35
"Crescent City",FL,2,17.90
Cresco,IA,2,101.38
Creston,OH,2,57.78
Crum,WV,2,99.08
"Cuba City",WI,2,8.75
Cullen,VA,2,89.13
"Cumberland Foreside",ME,2,11.89
Cutchogue,NY,2,48.21
Cutler,IL,2,224.45
Daisetta,TX,2,30.61
Dale,NY,2,16.50
Dallas,OR,2,97.73
Dalton,OH,2,23.24
Danforth,ME,2,18.73
Danvers,MA,2,128.53
Danville,IN,2,150.14
Darien,IL,2,9.21
Datil,NM,2,234.86
Deal,NJ,2,15.64
Deary,ID,2,16.97
Decatur,MS,2,18.83
"Deep Run",NC,2,13.83
"Deer Island",OR,2,160.00
Delano,MN,2,56.22
Dexter,IA,2,2.16
Dhaka,Bangladesh,2,62.89
Donalsonville,GA,2,82.29
Dora,MO,2,200.41
Dothan,WV,2,5.57
"Douglas City",CA,2,111.80
Dover,FL,2,101.80
"Du Bois",IL,2,27.05
Dubuque,IA,2,110.80
Duffield,VA,2,16.95
Dugger,IN,2,24.01
Dumont,IA,2,34.62
Dunbar,PA,2,190.21
Dunbar,WI,2,184.76
Duncan,AZ,2,78.08
Durant,FL,2,35.13
Dyer,TN,2,82.41
Earleville,MD,2,140.09
Early,IA,2,18.06
Early,TX,2,38.64
"East Chatham",NY,2,127.59
"East Hampton",CT,2,190.92
"East Lynn",WV,2,85.94
"East Montpelier",VT,2,124.31
"East Waterboro",ME,2,50.51
Eaton,OH,2,33.68
"Eaton Rapids",MI,2,100.09
Ector,TX,2,22.40
Eddy,TX,2,72.27
Edgerton,OH,2,12.33
Edinboro,PA,2,16.09
Edwards,CO,2,160.69
Edwardsburg,MI,2,20.51
Elba,NY,2,120.00
Elkton,FL,2,127.23
Elkview,WV,2,38.04
Elkwood,VA,2,1366.72
Ellenwood,GA,2,22.74
Ellsworth,IL,2,216.14
Elwell,MI,2,57.31
Ely,MN,2,113.72
Eminence,KY,2,81.54
Erieville,NY,2,11.21
Eros,LA,2,40.28
Esko,MN,2,63.68
Ethridge,TN,2,23.47
Evanston,WY,2,18.81
Fairacres,NM,2,10.66
Fairview,NJ,2,181.85
Farley,IA,2,16.37
Farwell,MN,2,153.32
Fayetteville,OH,2,65.01
Ferndale,CA,2,62.18
Ferryville,WI,2,179.12
Firth,NE,2,10.71
Fisher,MN,2,40.53
"Five Points",CA,2,2.37
Flandreau,SD,2,175.56
"Flat Rock",IL,2,3.31
Folkston,GA,2,117.11
Fordyce,AR,2,25.06
"Forest Hill",LA,2,16.31
"Fort George G Meade",MD,2,63.00
"Fort Montgomery",NY,2,15.34
"Fort Thompson",SD,2,17.41
Fortine,MT,2,13.52
Fortuna,CA,2,28.82
"Fountain City",WI,2,6.99
Frametown,WV,2,25.19
Francesville,IN,2,6.24
Fulton,IL,2,176.54
Gaffney,SC,2,188.07
Galena,IL,2,142.67
"Garden City",MO,2,47.57
Gay,GA,2,16.67
Gaylesville,AL,2,78.40
Geneva,FL,2,64.10
Genoa,WV,2,25.67
Georgetown,NY,2,19.52
Georgiana,AL,2,92.66
Gillette,NJ,2,56.68
"Glade Spring",VA,2,-174.64
Glasford,IL,2,25.55
"Glen Arm",MD,2,9.34
"Glen Gardner",NJ,2,136.71
"Glen Oaks",NY,2,359.26
Glide,OR,2,43.39
Goodland,KS,2,137.68
Goodspring,TN,2,21.78
Gore,OK,2,70.31
Gowrie,IA,2,23.05
Graham,NC,2,56.86
Granby,CO,2,20.93
"Grand Isle",VT,2,56.39
Grant,NE,2,522.56
Grantsboro,NC,2,8.25
Grantsville,WV,2,61.24
"Gray Court",SC,2,32.77
"Great Bend",PA,2,196.42
"Great Cacapon",WV,2,62.85
"Green Sea",SC,2,153.85
"Green Valley",AZ,2,58.27
Greenfield,IA,2,112.20
Greenfield,NH,2,3.02
Greenfield,OH,2,24.73
Greensburg,IN,2,18.95
Greensburg,LA,2,290.27
Greenville,PA,2,32.42
Grifton,NC,2,125.82
Groesbeck,TX,2,211.84
Acushnet,MA,1,23.20
"Adams Run",SC,1,4.47
Adamstown,MD,1,7.63
Addison,MI,1,23.85
Adena,OH,1,8.21
Adrian,GA,1,77.27
Adrian,MN,1,69.27
Afton,MI,1,68.12
Afton,OK,1,44.35
Aguanga,CA,1,23.20
Alamo,CA,1,65.71
Alamo,TN,1,3.31
Alapaha,GA,1,1.20
Alberta,VA,1,106.31
Albion,IA,1,66.97
Albion,IL,1,188.96
Albion,NE,1,16.06
Alderson,WV,1,26.50
Alford,FL,1,2.18
Alger,MI,1,1.42
Algona,IA,1,16.75
Allenhurst,NJ,1,35.47
Alma,NE,1,1.93
Almena,WI,1,17.47
Alta,CA,1,38.79
Altamont,IL,1,2.38
Altura,MN,1,20.33
Alturas,CA,1,12.26
Alviso,CA,1,35.56
"Amargosa Valley",NV,1,6.09
Amboy,WA,1,49.78
Americus,KS,1,99.52
"Amherst Junction",WI,1,17.73
Amston,CT,1,13.34
Ancram,NY,1,99.72
Anthon,IA,1,42.80
Antioch,IL,1,6.05
Anton,TX,1,2.19
Antrim,NH,1,1001.16
Apalachicola,FL,1,15.87
Appleton,NY,1,32.85
Aquilla,TX,1,79.46
Arcadia,OH,1,13.25
Archbald,PA,1,48.54
Arenzville,IL,1,24.83
Ariton,AL,1,106.01
Arivaca,AZ,1,136.19
Arlee,MT,1,42.71
Arthur,IL,1,3.06
Ashford,AL,1,187.52
Ashville,AL,1,120.77
Ashville,OH,1,57.61
Asotin,WA,1,4.09
Aspermont,TX,1,5.15
Athens,MI,1,7.22
Athens,WI,1,27.50
"Atlantic Beach",NY,1,0.94
Auburndale,WI,1,61.51
Augusta,MI,1,27.36
Augusta,WI,1,120.00
Aurora,MN,1,1.18
Avalon,NJ,1,26.22
Avon,SD,1,78.62
Avonmore,PA,1,2.72
Axson,GA,1,225.81
Babylon,NY,1,41.06
"Bad Axe",MI,1,3.43
Bagdad,KY,1,43.87
Baldwinville,MA,1,51.32
Ballantine,MT,1,0.40
Ballard,WV,1,21.44
Bangor,CA,1,33.33
Banks,AR,1,80.00
Barboursville,VA,1,40.11
Barling,AR,1,80.00
Barnesville,OH,1,100.00
Barrington,NH,1,601.58
Barrow,AK,1,12.80
Barto,PA,1,62.23
Bastian,VA,1,52.53
Bath,OH,1,33.82
Battletown,KY,1,68.60
"Bear Creek",NC,1,45.24
Beattyville,KY,1,283.72
Beaver,OH,1,4.77
Beaver,UT,1,3.91
Bedford,MA,1,488.90
"Belle Plaine",KS,1,2.88
Belleville,KS,1,77.39
Bellevue,MI,1,2.63
Bellmawr,NJ,1,8.46
Bellwood,NE,1,90.81
Belspring,VA,1,11.54
Belton,SC,1,22.20
Belzoni,MS,1,4.87
Bennington,VT,1,3.03
Benton,MO,1,18.82
"Berrien Center",MI,1,78.28
Bethel,AK,1,180.00
Bethel,CT,1,9.10
Bethel,NC,1,320.53
Bethpage,TN,1,98.41
"Betsy Layne",KY,1,9.32
Beulah,MS,1,23.03
Beverly,WA,1,6.10
"Big Lake",TX,1,203.67
"Big Rock",TN,1,54.47
"Big Stone Gap",VA,1,49.36
Binger,OK,1,1.05
"Birch Run",MI,1,3.92
"Bird Island",MN,1,27.19
Blairstown,NJ,1,60.57
Blairsville,GA,1,3.23
Bloomville,NY,1,80.24
Bloomville,OH,1,4.09
Blossburg,PA,1,34.11
"Blowing Rock",NC,1,141.51
"Blue Earth",MN,1,157.48
"Blue Hill",ME,1,31.20
"Blue Hill",NE,1,6.86
"Blue Springs",MS,1,40.92
Boardman,OR,1,35.52
Bode,IA,1,110.52
Bodfish,CA,1,335.93
"Boiling Springs",NC,1,97.42
Bomoseen,VT,1,34.39
Bonduel,WI,1,180.00
Bonnieville,KY,1,7.01
"Bonnots Mill",MO,1,3.28
Boone,CO,1,30.96
"Boothbay Harbor",ME,1,304.24
Bosque,NM,1,45.97
"Box Elder",MT,1,96.07
Boyd,WI,1,4.41
Boyle,MS,1,10.58
Bracey,VA,1,5.13
Brackney,PA,1,1.79
Bradford,TN,1,3.56
"Breezy Point",NY,1,2.20
Bremond,TX,1,176.98
Brewster,KS,1,114.11
Brewster,NY,1,107.65
Bridgeport,CA,1,9.03
Bridgeport,TX,1,22.76
Bridger,MT,1,13.50
Bridport,VT,1,84.73
Brisbin,PA,1,47.21
Bristol,FL,1,56.72
Bristol,IN,1,86.67
Broadview,MT,1,13.14
Brodhead,WI,1,29.95
Brodnax,VA,1,27.94
Bronson,MI,1,2.38
Brooklet,GA,1,31.69
Brooksville,KY,1,126.55
"Browns Valley",CA,1,116.71
Brownsburg,VA,1,11.84
