merchant_city,merchant_state,jumlah_transaksi,total_volume,avg_transaksi
Sledge,MS,3,214.26,71.420000
Smithfield,ME,3,46.09,15.363333
Snook,TX,3,229.85,76.616667
"Snow Hill",NC,3,249.52,83.173333
Soledad,CA,3,41.55,13.850000
Somerdale,NJ,3,155.90,51.966667
Sophia,NC,3,96.23,32.076667
Soquel,CA,3,230.51,76.836667
"Southern Pines",NC,3,410.05,136.683333
"Southwest Harbor",ME,3,62.41,20.803333
Spencer,TN,3,23.75,7.916667
Spindale,NC,3,93.61,31.203333
Spotswood,NJ,3,88.50,29.500000
"Spring Valley",WI,3,2094.69,698.230000
Stanton,TN,3,371.79,123.930000
"Star City",AR,3,61.48,20.493333
Starr,SC,3,80.63,26.876667
Stella,MO,3,41.40,13.800000
Stephen,MN,3,89.26,29.753333
Sterlington,LA,3,39.02,13.006667
"Stockton Springs",ME,3,93.70,31.233333
Stollings,WV,3,34.68,11.560000
"Stony Brook",NY,3,234.46,78.153333
Stratham,NH,3,482.91,160.970000
Streamwood,IL,3,239.92,79.973333
Stryker,OH,3,151.66,50.553333
"Sugar Grove",IL,3,11.11,3.703333
"Sun City West",AZ,3,192.48,64.160000
Sunbright,TN,3,9.38,3.126667
Sunburg,MN,3,92.81,30.936667
Sunderland,MA,3,65.38,21.793333
Sunray,TX,3,161.17,53.723333
Superior,WI,3,279.17,93.056667
Sutton,NE,3,39.47,13.156667
Swarthmore,PA,3,85.43,28.476667
Tacna,AZ,3,53.90,17.966667
Taft,TN,3,199.29,66.430000
Talbotton,GA,3,98.22,32.740000
Talco,TX,3,32.85,10.950000
Tallula,IL,3,61.78,20.593333
Tamassee,SC,3,246.46,82.153333
Taylorsville,IN,3,101.03,33.676667
"Terra Bella",CA,3,43.60,14.533333
Thayer,KS,3,13.54,4.513333
Thebes,IL,3,18.45,6.150000
Theodosia,MO,3,394.41,131.470000
Thornton,AR,3,140.42,46.806667
Tiffin,IA,3,179.30,59.766667
Tilden,NE,3,339.84,113.280000
Tilghman,MD,3,495.79,165.263333
Tillamook,OR,3,153.01,51.003333
Tipton,IA,3,272.15,90.716667
Toano,VA,3,35.38,11.793333
Tobaccoville,NC,3,77.97,25.990000
Tompkinsville,KY,3,344.73,114.910000
Tonkawa,OK,3,49.90,16.633333
"Tonto Basin",AZ,3,184.28,61.426667
Tornillo,TX,3,23.48,7.826667
Totowa,NJ,3,262.70,87.566667
Towanda,PA,3,155.42,51.806667
Townsend,DE,3,55.83,18.610000
Townsend,MA,3,126.50,42.166667
Tracy,MN,3,89.05,29.683333
Tremonton,UT,3,140.58,46.860000
"Trout Run",PA,3,57.37,19.123333
Troy,NH,3,136.67,45.556667
Trumbull,CT,3,176.33,58.776667
Turrell,AR,3,83.94,27.980000
"Tybee Island",GA,3,217.54,72.513333
"U S A F Academy",CO,3,20.38,6.793333
Ulen,MN,3,32.62,10.873333
Underwood,IN,3,389.12,129.706667
Upatoi,GA,3,33.24,11.080000
Upland,IN,3,56.86,18.953333
Upton,WY,3,74.96,24.986667
Urania,LA,3,155.14,51.713333
Urich,MO,3,72.54,24.180000
Utica,OH,3,34.21,11.403333
Uxbridge,MA,3,328.89,109.630000
"Valles Mines",MO,3,425.92,141.973333
Valliant,OK,3,744.02,248.006667
Vandalia,IL,3,56.32,18.773333
Varysburg,NY,3,145.52,48.506667
Vashon,WA,3,195.18,65.060000
Veguita,NM,3,17.67,5.890000
Vermont,IL,3,168.24,56.080000
Verona,NY,3,31.71,10.570000
Victoria,VA,3,153.99,51.330000
Vienna,WV,3,88.80,29.600000
"Village Of Nagog Woods",MA,3,50.35,16.783333
Villanova,PA,3,56.11,18.703333
Virden,IL,3,78.62,26.206667
Wabasha,MN,3,251.69,83.896667
Wadley,GA,3,238.46,79.486667
"Walla Walla",WA,3,174.40,58.133333
"Walnut Cove",NC,3,99.33,33.110000
"Walnut Grove",CA,3,1541.95,513.983333
Walworth,NY,3,359.61,119.870000
Wampum,PA,3,187.61,62.536667
Warren,MN,3,62.51,20.836667
Warren,OR,3,100.81,33.603333
Warrenville,SC,3,31.60,10.533333
Washington,WV,3,135.20,45.066667
"Washington Boro",PA,3,59.23,19.743333
Waterville,ME,3,95.64,31.880000
Watervliet,MI,3,266.82,88.940000
Waverly,PA,3,190.56,63.520000
Waverly,VA,3,93.62,31.206667
Wayne,OK,3,200.13,66.710000
Wayne,PA,3,863.59,287.863333
Waynesville,GA,3,274.49,91.496667
Weatherly,PA,3,68.29,22.763333
"Webbers Falls",OK,3,147.86,49.286667
Webster,FL,3,105.27,35.090000
Weehawken,NJ,3,138.65,46.216667
Weldon,IL,3,149.09,49.696667
Wellston,OH,3,33.98,11.326667
"West Alexandria",OH,3,316.02,105.340000
"West Blocton",AL,3,68.34,22.780000
"West Concord",MN,3,9.52,3.173333
"West Deptford",NJ,3,521.47,173.823333
"West Kingston",RI,3,144.33,48.110000
"West Milford",NJ,3,18.77,6.256667
"West Milton",OH,3,71.70,23.900000
"West Monroe",NY,3,13.01,4.336667
"West Olive",MI,3,64.44,21.480000
"West Salem",IL,3,25.52,8.506667
"West Tisbury",MA,3,92.05,30.683333
"West Union",OH,3,86.29,28.763333
"West Yarmouth",MA,3,124.32,41.440000
"Western Grove",AR,3,82.60,27.533333
Westfield,IL,3,41.13,13.710000
Westphalia,MI,3,82.84,27.613333
Westville,IL,3,65.89,21.963333
Westville,OK,3,42.03,14.010000
Wharton,TX,3,428.39,142.796667
"White Haven",PA,3,134.36,44.786667
"White Heath",IL,3,72.86,24.286667
"White Swan",WA,3,19.04,6.346667
Whitleyville,TN,3,49.38,16.460000
Williamsburg,KS,3,212.93,70.976667
Williamson,GA,3,30.45,10.150000
Williamsport,MD,3,187.98,62.660000
Williamstown,WV,3,58.45,19.483333
Wilton,ME,3,5.28,1.760000
Winfield,MO,3,12.33,4.110000
Winona,MO,3,79.42,26.473333
Winside,NE,3,43.73,14.576667
Winthrop,ME,3,9.97,3.323333
Winthrop,WA,3,147.81,49.270000
Wittenberg,WI,3,242.61,80.870000
Wonewoc,WI,3,260.55,86.850000
Woodleaf,NC,3,8.34,2.780000
Woodridge,NY,3,71.74,23.913333
Woodworth,LA,3,81.91,27.303333
Worcester,NY,3,243.73,81.243333
Worthington,IN,3,188.87,62.956667
Wyandotte,MI,3,68.47,22.823333
Wycombe,PA,3,101.11,33.703333
Wynantskill,NY,3,52.51,17.503333
"Young America",MN,3,75.31,25.103333
Yeagertown,PA,3,62.44,20.813333
Yampa,CO,3,9.74,3.246667
Yacolt,WA,3,2.40,0.800000
"East Weymouth",MA,3,48.03,16.010000
Easthampton,MA,3,70.39,23.463333
Eddyville,KY,3,96.50,32.166667
Edgewood,TX,3,151.87,50.623333
Edmore,MI,3,38.36,12.786667
Edwards,MO,3,38.27,12.756667
"Egg Harbor City",NJ,3,137.21,45.736667
Eidson,TN,3,182.83,60.943333
Ekron,KY,3,70.08,23.360000
"El Cerrito",CA,3,46.23,15.410000
Elaine,AR,3,169.21,56.403333
Eldon,IA,3,35.41,11.803333
Elgin,AZ,3,280.43,93.476667
Elizabeth,IN,3,233.38,77.793333
Elizabethtown,NC,3,132.82,44.273333
"Elkhart Lake",WI,3,224.33,74.776667
"Elkhorn City",KY,3,196.84,65.613333
Elkton,MD,3,173.67,57.890000
Elkton,OR,3,271.73,90.576667
Ellaville,GA,3,22.66,7.553333
Elmore,OH,3,35.60,11.866667
Emmet,AR,3,2531.92,843.973333
Emmett,ID,3,130.86,43.620000
Enola,AR,3,23.55,7.850000
Epes,AL,3,191.10,63.700000
"Etna Green",IN,3,12.44,4.146667
Eufaula,AL,3,21.32,7.106667
Eureka,IL,3,1029.17,343.056667
Eureka,MO,3,61.39,20.463333
Eureka,NV,3,52.36,17.453333
Evans,WV,3,32.05,10.683333
Export,PA,3,102.36,34.120000
"Fair Haven",MI,3,106.35,35.450000
Fairfield,NJ,3,260.59,86.863333
Fairmount,IN,3,390.40,130.133333
Fairview,WV,3,42.94,14.313333
"Falls City",TX,3,198.73,66.243333
Fallston,NC,3,33.72,11.240000
Falmouth,MA,3,90.81,30.270000
Farmington,KY,3,60.12,20.040000
Farmingville,NY,3,359.72,119.906667
Federalsburg,MD,3,77.56,25.853333
Felton,PA,3,166.86,55.620000
Firebaugh,CA,3,156.73,52.243333
"Fish Creek",WI,3,95.19,31.730000
Fleming,OH,3,37.84,12.613333
Flintville,TN,3,179.24,59.746667
Flora,MS,3,42.39,14.130000
Follett,TX,3,26.63,8.876667
Fonda,NY,3,136.16,45.386667
Fords,NJ,3,102.62,34.206667
"Forest Grove",OR,3,66.30,22.100000
Forgan,OK,3,14.76,4.920000
"Forked River",NJ,3,54.24,18.080000
"Fort Ashby",WV,3,354.17,118.056667
"Fort Benton",MT,3,1705.46,568.486667
"Fort Defiance",AZ,3,98.37,32.790000
"Fort Wainwright",AK,3,16.16,5.386667
"Fort Washakie",WY,3,304.28,101.426667
"Fountain Inn",SC,3,11.31,3.770000
"Fountain Run",KY,3,394.43,131.476667
Franklin,NH,3,182.54,60.846667
Fredericksburg,IA,3,125.89,41.963333
Freedom,NH,3,14.32,4.773333
Freedom,PA,3,13.11,4.370000
Freeville,NY,3,48.65,16.216667
Fremont,NH,3,65.84,21.946667
Frenchtown,MT,3,264.86,88.286667
Friend,NE,3,42.18,14.060000
Fruitland,MD,3,45.02,15.006667
Fryeburg,ME,3,16.90,5.633333
Galesville,MD,3,162.35,54.116667
Galesville,WI,3,55.39,18.463333
"Gallatin Gateway",MT,3,106.10,35.366667
"Gallipolis Ferry",WV,3,103.94,34.646667
Gallitzin,PA,3,59.52,19.840000
Garciasville,TX,3,190.16,63.386667
Gardner,MA,3,159.64,53.213333
Gardnerville,NV,3,149.88,49.960000
Gasport,NY,3,30.79,10.263333
Gates,NC,3,109.90,36.633333
Geneva,AL,3,1353.86,451.286667
Geneva,IL,3,536.71,178.903333
Genoa,NY,3,137.91,45.970000
Germantown,NY,3,168.01,56.003333
Geyserville,CA,3,71.43,23.810000
Gibsonton,FL,3,55.55,18.516667
Gillham,AR,3,317.98,105.993333
"Glen Carbon",IL,3,24.68,8.226667
Glenwood,NY,3,68.62,22.873333
"Glenwood City",WI,3,22.76,7.586667
"Gold Hill",NC,3,36.04,12.013333
Gonvick,MN,3,38.61,12.870000
Gordonville,TX,3,96.59,32.196667
Goshen,CA,3,14.08,4.693333
Goshen,KY,3,5.88,1.960000
Gotha,FL,3,285.15,95.050000
Gower,MO,3,79.26,26.420000
Grafton,NH,3,30.88,10.293333
Graham,WA,3,300.00,100.000000
"Grand Ronde",OR,3,138.79,46.263333
"Granite Falls",WA,3,40.62,13.540000
Grant,FL,3,61.56,20.520000
Grant,MI,3,49.10,16.366667
Grayslake,IL,3,13.77,4.590000
"Green Ridge",MO,3,37.36,12.453333
"Green Springs",OH,3,10.33,3.443333
Greenacres,WA,3,31.60,10.533333
Greenbrae,CA,3,196.59,65.530000
Greenbrier,TN,3,726.27,242.090000
Greenland,NH,3,3094.23,1031.410000
Greenville,IL,3,80.91,26.970000
Greenville,RI,3,197.24,65.746667
Greenwich,NY,3,400.00,133.333333
Gresham,SC,3,5.25,1.750000
Groveoak,AL,3,76.35,25.450000
Gunnison,CO,3,79.68,26.560000
Guttenberg,IA,3,64.96,21.653333
Gwynedd,PA,3,222.10,74.033333
Hackberry,LA,3,107.36,35.786667
Hackensack,NJ,3,206.95,68.983333
Halifax,MA,3,196.88,65.626667
Hallsville,MO,3,255.96,85.320000
Hamilton,MO,3,24.50,8.166667
Hamlin,WV,3,143.97,47.990000
Hampton,MN,3,15.49,5.163333
Hampton,SC,3,138.79,46.263333
Hanapepe,HI,3,62.42,20.806667
Hanover,MN,3,88.61,29.536667
Haralson,GA,3,21.57,7.190000
Hardy,AR,3,174.30,58.100000
Hardyville,KY,3,26.64,8.880000
Harmony,PA,3,134.14,44.713333
Harold,KY,3,65.68,21.893333
Harrells,NC,3,43.42,14.473333
Harrington,DE,3,37.45,12.483333
Harrisville,PA,3,83.92,27.973333
Hartford,TN,3,290.27,96.756667
Harvard,IL,3,109.37,36.456667
Haskell,NJ,3,340.88,113.626667
Haslet,TX,3,1017.60,339.200000
Haslett,MI,3,130.84,43.613333
Hatley,WI,3,12.73,4.243333
Haverstraw,NY,3,76.26,25.420000
Hawesville,KY,3,48.28,16.093333
Hayes,LA,3,213.68,71.226667
Hebron,IN,3,17.83,5.943333
Hebron,NH,3,228.89,76.296667
Henderson,TN,3,38.08,12.693333
Henley,MO,3,3.81,1.270000
Hermanville,MS,3,302.91,100.970000
Hermitage,MO,3,12.34,4.113333
Herrin,IL,3,140.66,46.886667
"Hickory Ridge",AR,3,130.10,43.366667
"Hickory Valley",TN,3,112.88,37.626667
Hidalgo,IL,3,221.40,73.800000
"Highland Lakes",NJ,3,177.84,59.280000
Hillpoint,WI,3,149.11,49.703333
Hillsboro,KY,3,32.50,10.833333
Hines,MN,3,61.35,20.450000
Hinkley,CA,3,186.53,62.176667
Hiram,OH,3,61.65,20.550000
Holcomb,MS,3,208.82,69.606667
Holden,MO,3,30.65,10.216667
Hollis,OK,3,35.13,11.710000
"Hollis Center",ME,3,1530.59,510.196667
Holmes,NY,3,1654.69,551.563333
Holton,IN,3,126.86,42.286667
Holyoke,CO,3,455.74,151.913333
Homestead,PA,3,13.41,4.470000
Honiara,"Solomon Islands",3,33.35,11.116667
Hopedale,IL,3,53.33,17.776667
Hopkinton,IA,3,90.15,30.050000
"Horseshoe Bay",TX,3,77.22,25.740000
Horsham,PA,3,121.50,40.500000
Houston,MS,3,31.61,10.536667
Howe,TX,3,389.50,129.833333
Hubbard,OR,3,190.46,63.486667
Hubert,NC,3,38.95,12.983333
Hutchinson,KS,3,312.05,104.016667
Hyde,PA,3,159.65,53.216667
Idaville,IN,3,9.15,3.050000
Imboden,AR,3,73.92,24.640000
"Indian Valley",VA,3,12.94,4.313333
Indianola,OK,3,61.34,20.446667
Ingram,TX,3,186.36,62.120000
Inman,KS,3,131.25,43.750000
"International Falls",MN,3,57.63,19.210000
"Iron Station",NC,3,13.37,4.456667
Itasca,IL,3,53.30,17.766667
Iuka,MS,3,24.83,8.276667
Jackson,CA,3,104.86,34.953333
Jackson,SC,3,68.22,22.740000
Jamestown,CA,3,28.77,9.590000
Jarrettsville,MD,3,210.40,70.133333
Jasper,GA,3,238.19,79.396667
Jermyn,PA,3,207.54,69.180000
"Jewell Ridge",VA,3,39.24,13.080000
Johnson,VT,3,144.09,48.030000
Jonesport,ME,3,141.40,47.133333
Jonesville,LA,3,50.72,16.906667
Jonesville,MI,3,35.53,11.843333
Kahoka,MO,3,55.40,18.466667
Kanawha,IA,3,1065.67,355.223333
Kathleen,FL,3,9.84,3.280000
Kearsarge,NH,3,42.52,14.173333
Keenesburg,CO,3,337.96,112.653333
Keewatin,MN,3,213.92,71.306667
Kelso,TN,3,5.97,1.990000
Kendrick,ID,3,36.90,12.300000
Kenilworth,IL,3,18.24,6.080000
Kenly,NC,3,87.54,29.180000
Kenna,WV,3,56.59,18.863333
Kenvil,NJ,3,73.63,24.543333
Keysville,GA,3,173.97,57.990000
Kilmarnock,VA,3,33.27,11.090000
Kiln,MS,3,227.91,75.970000
Kimball,NE,3,120.35,40.116667
"Kimberling City",MO,3,131.69,43.896667
Kingston,MA,3,63.82,21.273333
Kingston,RI,3,26.55,8.850000
Kiowa,CO,3,80.65,26.883333
Kirksville,MO,3,83.71,27.903333
Kittrell,NC,3,196.48,65.493333
Kurtistown,HI,3,70.67,23.556667
"La Palma",CA,3,280.00,93.333333
Ladysmith,VA,3,3.06,1.020000
Lafayette,NJ,3,61.09,20.363333
"Lake Ann",MI,3,200.49,66.830000
"Lake Bluff",IL,3,90.03,30.010000
"Lake City",AR,3,57.67,19.223333
"Lake City",TN,3,181.78,60.593333
"Lake Forest",IL,3,13.95,4.650000
"Lake Linden",MI,3,1945.14,648.380000
"Lake Village",IN,3,50.62,16.873333
Lakebay,WA,3,68.68,22.893333
Lakeside,OR,3,310.25,103.416667
Lamont,FL,3,22.63,7.543333
Lancaster,MA,3,46.75,15.583333
Lansford,PA,3,49.73,16.576667
Lathrop,MO,3,66.75,22.250000
Laurel,IN,3,320.71,106.903333
Laurel,NE,3,69.13,23.043333
Layton,UT,3,307.71,102.570000
Lebanon,IL,3,65.78,21.926667
Leesburg,OH,3,131.84,43.946667
Leigh,NE,3,71.20,23.733333
Leonardo,NJ,3,253.35,84.450000
Lerna,IL,3,44.56,14.853333
Lerona,WV,3,18.18,6.060000
Lester,AL,3,78.04,26.013333
Lettsworth,LA,3,166.63,55.543333
Lewiston,UT,3,2317.16,772.386667
Liberty,IN,3,100.37,33.456667
Liberty,NY,3,87.35,29.116667
Lihue,HI,3,6.94,2.313333
Lillington,NC,3,225.05,75.016667
Lilly,PA,3,6.44,2.146667
Lincoln,MA,3,185.18,61.726667
"East Waterboro",ME,2,50.51,25.255000
Eaton,OH,2,33.68,16.840000
"Eaton Rapids",MI,2,100.09,50.045000
Ector,TX,2,22.40,11.200000
Eddy,TX,2,72.27,36.135000
Edgerton,OH,2,12.33,6.165000
Edinboro,PA,2,16.09,8.045000
Edwards,CO,2,160.69,80.345000
Edwardsburg,MI,2,20.51,10.255000
Elba,NY,2,120.00,60.000000
Elkton,FL,2,127.23,63.615000
Elkview,WV,2,38.04,19.020000
Elkwood,VA,2,1366.72,683.360000
Ellenwood,GA,2,22.74,11.370000
Ellsworth,IL,2,216.14,108.070000
Elwell,MI,2,57.31,28.655000
Ely,MN,2,113.72,56.860000
Eminence,KY,2,81.54,40.770000
Erieville,NY,2,11.21,5.605000
Eros,LA,2,40.28,20.140000
Esko,MN,2,63.68,31.840000
Ethridge,TN,2,23.47,11.735000
Evanston,WY,2,18.81,9.405000
Fairacres,NM,2,10.66,5.330000
Fairview,NJ,2,181.85,90.925000
Farley,IA,2,16.37,8.185000
Farwell,MN,2,153.32,76.660000
Fayetteville,OH,2,65.01,32.505000
Ferndale,CA,2,62.18,31.090000
Ferryville,WI,2,179.12,89.560000
Firth,NE,2,10.71,5.355000
Fisher,MN,2,40.53,20.265000
"Five Points",CA,2,2.37,1.185000
Flandreau,SD,2,175.56,87.780000
"Flat Rock",IL,2,3.31,1.655000
Folkston,GA,2,117.11,58.555000
Fordyce,AR,2,25.06,12.530000
"Forest Hill",LA,2,16.31,8.155000
"Fort George G Meade",MD,2,63.00,31.500000
"Fort Montgomery",NY,2,15.34,7.670000
"Fort Thompson",SD,2,17.41,8.705000
Fortine,MT,2,13.52,6.760000
Fortuna,CA,2,28.82,14.410000
"Fountain City",WI,2,6.99,3.495000
Frametown,WV,2,25.19,12.595000
Francesville,IN,2,6.24,3.120000
Fulton,IL,2,176.54,88.270000
Gaffney,SC,2,188.07,94.035000
Galena,IL,2,142.67,71.335000
"Garden City",MO,2,47.57,23.785000
Gay,GA,2,16.67,8.335000
Gaylesville,AL,2,78.40,39.200000
Geneva,FL,2,64.10,32.050000
Genoa,WV,2,25.67,12.835000
Georgetown,NY,2,19.52,9.760000
Georgiana,AL,2,92.66,46.330000
Gillette,NJ,2,56.68,28.340000
"Glade Spring",VA,2,-174.64,-87.320000
Glasford,IL,2,25.55,12.775000
"Glen Arm",MD,2,9.34,4.670000
"Glen Gardner",NJ,2,136.71,68.355000
"Glen Oaks",NY,2,359.26,179.630000
Glide,OR,2,43.39,21.695000
Goodland,KS,2,137.68,68.840000
Goodspring,TN,2,21.78,10.890000
Gore,OK,2,70.31,35.155000
Gowrie,IA,2,23.05,11.525000
Graham,NC,2,56.86,28.430000
Granby,CO,2,20.93,10.465000
"Grand Isle",VT,2,56.39,28.195000
Grant,NE,2,522.56,261.280000
Grantsboro,NC,2,8.25,4.125000
Grantsville,WV,2,61.24,30.620000
"Gray Court",SC,2,32.77,16.385000
"Great Bend",PA,2,196.42,98.210000
"Great Cacapon",WV,2,62.85,31.425000
"Green Sea",SC,2,153.85,76.925000
"Green Valley",AZ,2,58.27,29.135000
Greenfield,IA,2,112.20,56.100000
Greenfield,NH,2,3.02,1.510000
Greenfield,OH,2,24.73,12.365000
Greensburg,IN,2,18.95,9.475000
Greensburg,LA,2,290.27,145.135000
Greenville,PA,2,32.42,16.210000
Grifton,NC,2,125.82,62.910000
Groesbeck,TX,2,211.84,105.920000
Guernsey,WY,2,100.74,50.370000
Gustine,TX,2,10.58,5.290000
Guyton,GA,2,310.93,155.465000
Hallock,MN,2,32.76,16.380000
Hallstead,PA,2,75.22,37.610000
Hamel,MN,2,74.91,37.455000
Hamilton,IL,2,116.86,58.430000
Hamilton,MS,2,52.18,26.090000
Hammett,ID,2,24.89,12.445000
Hampshire,IL,2,5.86,2.930000
Hanover,VA,2,66.29,33.145000
Harpersville,AL,2,42.21,21.105000
Hartshorne,OK,2,146.66,73.330000
"Harveys Lake",PA,2,570.81,285.405000
"Hastings On Hudson",NY,2,74.77,37.385000
"Hay Springs",NE,2,165.93,82.965000
Hayes,VA,2,35.97,17.985000
Hayesville,NC,2,102.36,51.180000
"Hazel Green",KY,2,16.13,8.065000
Hebron,KY,2,8.06,4.030000
Herculaneum,MO,2,37.80,18.900000
Hermon,NY,2,212.09,106.045000
Hiawatha,KS,2,522.34,261.170000
Hibbing,MN,2,36.29,18.145000
Higginsville,MO,2,63.08,31.540000
"High Bridge",NJ,2,100.93,50.465000
"High Ridge",MO,2,19.33,9.665000
Highland,WI,2,-161.93,-80.965000
Hildebran,NC,2,6.54,3.270000
Hillsboro,IN,2,99.54,49.770000
Hillsdale,IN,2,113.83,56.915000
Holmesville,OH,2,37.91,18.955000
Honesdale,PA,2,69.22,34.610000
"Honey Grove",PA,2,23.35,11.675000
Hoopa,CA,2,28.71,14.355000
Hopewell,OH,2,82.32,41.160000
Hopkinton,MA,2,53.31,26.655000
Horace,ND,2,141.06,70.530000
Hoschton,GA,2,156.31,78.155000
Houlka,MS,2,262.24,131.120000
Hull,GA,2,98.33,49.165000
Humboldt,NE,2,100.99,50.495000
"Hyde Park",UT,2,127.29,63.645000
Hydesville,CA,2,64.63,32.315000
"Idaho City",ID,2,121.20,60.600000
Ijamsville,MD,2,58.98,29.490000
Independence,OR,2,4.31,2.155000
Indiahoma,OK,2,107.39,53.695000
Inola,OK,2,74.69,37.345000
Interlachen,FL,2,33.59,16.795000
Ione,CA,2,195.14,97.570000
Irma,WI,2,320.00,160.000000
Ironwood,MI,2,89.68,44.840000
Jacksonville,OR,2,70.85,35.425000
Jal,NM,2,277.48,138.740000
Jamaica,VT,2,51.92,25.960000
Jamesport,MO,2,78.80,39.400000
"Jane Lew",WV,2,180.00,90.000000
Janesville,CA,2,66.33,33.165000
Janesville,MN,2,30.48,15.240000
Jefferson,NY,2,113.90,56.950000
Jefferson,OH,2,36.93,18.465000
Jenkins,KY,2,33.59,16.795000
Jenkinsburg,GA,2,36.46,18.230000
Jesup,IA,2,3.13,1.565000
Johnsonville,NY,2,18.58,9.290000
Josephine,TX,2,37.33,18.665000
Juliaetta,ID,2,22.89,11.445000
Julian,NC,2,19.38,9.690000
Kaaawa,HI,2,216.79,108.395000
Kahuku,HI,2,17.06,8.530000
Kapaau,HI,2,14.42,7.210000
Kasson,MN,2,11.32,5.660000
Keithsburg,IL,2,53.31,26.655000
Kelford,NC,2,10.66,5.330000
Ketchum,OK,2,50.16,25.080000
Kidder,MO,2,22.83,11.415000
"Kill Buck",NY,2,200.00,100.000000
Kimberly,WV,2,64.51,32.255000
Kincheloe,MI,2,19.20,9.600000
Kingfisher,OK,2,34.75,17.375000
"Kings Mountain",NC,2,94.41,47.205000
Kingwood,WV,2,67.70,33.850000
Kirbyville,TX,2,29.76,14.880000
Kitzmiller,MD,2,18.32,9.160000
Kneeland,CA,2,40.76,20.380000
Kopperl,TX,2,76.00,38.000000
"La Farge",WI,2,9.32,4.660000
"La Feria",TX,2,156.24,78.120000
"La Grange",CA,2,12.17,6.085000
"La Junta",CO,2,46.62,23.310000
"La Villa",TX,2,161.67,80.835000
Ladoga,IN,2,24.98,12.490000
Laguna,NM,2,175.26,87.630000
"Lake Geneva",WI,2,217.87,108.935000
"Lake Toxaway",NC,2,64.41,32.205000
"Lake View",IA,2,187.01,93.505000
Lambertville,NJ,2,26.79,13.395000
"Lanai City",HI,2,267.16,133.580000
Lanark,IL,2,33.47,16.735000
Lancaster,WI,2,21.15,10.575000
Laramie,WY,2,185.78,92.890000
Laupahoehoe,HI,2,73.28,36.640000
Laurie,MO,2,11.19,5.595000
Lawtey,FL,2,40.67,20.335000
Leadville,CO,2,26.15,13.075000
Lecompte,LA,2,80.11,40.055000
Leicester,NY,2,311.39,155.695000
Lenhartsville,PA,2,68.02,34.010000
Lenore,ID,2,20.36,10.180000
Leona,TX,2,165.13,82.565000
Leslie,WV,2,8.81,4.405000
"Lester Prairie",MN,2,1.82,0.910000
Leupp,AZ,2,84.48,42.240000
Lewisberry,PA,2,173.82,86.910000
"Lewiston Woodville",NC,2,155.59,77.795000
Lexington,MO,2,13.01,6.505000
Ligonier,IN,2,19.99,9.995000
Lincoln,AR,2,23.57,11.785000
Richview,IL,2,62.26,31.130000
Richville,MN,2,52.05,26.025000
Ridgeway,VA,2,87.26,43.630000
Ringsted,IA,2,91.52,45.760000
Ririe,ID,2,61.53,30.765000
Risingsun,OH,2,53.89,26.945000
Riverton,NJ,2,852.04,426.020000
"Rock Tavern",NY,2,12.73,6.365000
Rockvale,TN,2,1.67,0.835000
Rollinsford,NH,2,36.81,18.405000
Rosepine,LA,2,37.79,18.895000
Roseville,OH,2,34.37,17.185000
Rosholt,WI,2,57.63,28.815000
Roslyn,WA,2,5.94,2.970000
Rothsay,MN,2,82.55,41.275000
"Rotonda West",FL,2,8.38,4.190000
"Rotterdam Junction",NY,2,146.31,73.155000
"Round Top",TX,2,75.36,37.680000
Rudd,IA,2,60.25,30.125000
"Running Springs",CA,2,62.27,31.135000
Rush,CO,2,29.34,14.670000
Rushville,IL,2,149.49,74.745000
Ruth,MS,2,169.14,84.570000
Rutland,MA,2,19.47,9.735000
Sabula,IA,2,121.48,60.740000
"Saint Bernard",LA,2,16.88,8.440000
"Saint Clair",MN,2,151.95,75.975000
"Saint David",IL,2,26.64,13.320000
"Saint George",SC,2,47.39,23.695000
"Saint Marys",KS,2,68.15,34.075000
"Saint Stephens Church",VA,2,76.54,38.270000
"Sale City",GA,2,54.11,27.055000
"Sale Creek",TN,2,74.47,37.235000
Salem,CT,2,36.46,18.230000
Salineville,OH,2,56.57,28.285000
Salisbury,MA,2,25.58,12.790000
Salmon,ID,2,102.37,51.185000
Salona,PA,2,14.58,7.290000
"San Elizario",TX,2,195.27,97.635000
"Sandy Ridge",NC,2,27.01,13.505000
Sanger,TX,2,11.04,5.520000
Sangerville,ME,2,646.03,323.015000
"Santa Ynez",CA,2,51.95,25.975000
"Santo Domingo Pueblo",NM,2,20.67,10.335000
Sarahsville,OH,2,51.74,25.870000
Sardis,AL,2,1033.12,516.560000
"Sault Sainte Marie",MI,2,866.50,433.250000
Savannah,NY,2,17.13,8.565000
Schaghticoke,NY,2,14.72,7.360000
Schnecksville,PA,2,152.77,76.385000
"Schuyler Falls",NY,2,30.25,15.125000
Scottville,MI,2,37.73,18.865000
Seale,AL,2,31.67,15.835000
Searchlight,NV,2,101.02,50.510000
Secretary,MD,2,117.52,58.760000
Sedgwick,ME,2,32.97,16.485000
Sellersburg,IN,2,182.81,91.405000
Semora,NC,2,149.06,74.530000
Sequim,WA,2,218.89,109.445000
Seward,PA,2,35.30,17.650000
Sewell,NJ,2,122.45,61.225000
"Shade Gap",PA,2,26.05,13.025000
Shamrock,TX,2,113.30,56.650000
Sharon,CT,2,63.71,31.855000
Sharon,SC,2,32.98,16.490000
Sharon,VT,2,48.55,24.275000
